"master_id","total_revenue","avg_revenue_per_order"
"c4624b84-48e2-11eb-806e-000d3a38a36f","1318.66","263.73"
"a694aa4e-5bb6-11ea-839c-000d3a38a36f","1318.38","188.34"
"1517dc4e-9f73-11e9-a2fc-000d3a38a36f","1318.37","164.80"
"fb039d50-a5b9-11e9-a2fc-000d3a38a36f","1318.16","188.31"
"dd1ee414-212b-11ea-b50a-000d3a38a36f","1317.95","101.38"
"f82ff5de-ad1f-11e9-a2fc-000d3a38a36f","1316.95","131.70"
"be3cd392-302c-11eb-be61-000d3a38a36f","1316.93","263.39"
"9c7d1f98-6302-11ea-a6dc-000d3a38a36f","1316.83","94.06"
"e8ac60fc-a595-11e9-a2fc-000d3a38a36f","1316.59","119.69"
"800043e2-f64f-11e9-841e-000d3a38a36f","1316.37","188.05"
"e9f465a6-9eb8-11e9-9897-000d3a38a36f","1316.16","77.42"
"26a03a58-afc0-11e9-9757-000d3a38a36f","1316.00","119.64"
"2f321f3a-6b98-11ea-9c62-000d3a38a36f","1315.84","438.61"
"bee55d6e-f27a-11e9-9346-000d3a38a36f","1314.83","262.97"
"e2cccf40-b158-11e9-9757-000d3a38a36f","1314.12","187.73"
"f91a4e32-af6c-11e9-a2fc-000d3a38a36f","1313.08","262.62"
"ea8703be-a5d1-11e9-a2fc-000d3a38a36f","1312.58","218.76"
"4c472856-a6e8-11e9-a2fc-000d3a38a36f","1312.55","131.26"
"041b3b96-9d4a-11e9-9897-000d3a38a36f","1312.35","131.24"
"aa1a37e4-9f53-11e9-9897-000d3a38a36f","1312.30","131.23"
"e388ec4c-a5a1-11e9-a2fc-000d3a38a36f","1312.27","109.36"
"86314d0e-6f7d-11ea-b40c-000d3a38a36f","1311.95","437.32"
"9cb72d0e-5b0b-11ea-ab4f-000d3a38a36f","1311.45","437.15"
"713b7358-a821-11e9-a2fc-000d3a38a36f","1310.87","436.96"
"7adadefc-a96c-11e9-a2fc-000d3a38a36f","1310.78","131.08"
"8a1c817e-b004-11e9-9757-000d3a38a36f","1310.75","145.64"
"ac8cd03a-a477-11e9-a2fc-000d3a38a36f","1310.36","145.60"
"fd40e28e-2c01-11ea-91ab-000d3a38a36f","1310.18","327.55"
"ed0c26c6-af79-11e9-a2fc-000d3a38a36f","1310.05","109.17"
"dd6897b4-b3d2-11ea-8745-000d3a38a36f","1309.82","436.61"
"b008ffda-b1d4-11e9-89fa-000d3a38a36f","1309.80","163.73"
"c2984396-d622-11e9-93bc-000d3a38a36f","1309.75","261.95"
"63620742-f11e-11e9-9346-000d3a38a36f","1309.08","87.27"
"22917278-f741-11ea-a533-000d3a38a36f","1308.92","436.31"
"5d416970-62ca-11ea-9861-000d3a38a36f","1308.90","218.15"
"edaa2c28-a78a-11e9-a2fc-000d3a38a36f","1308.89","261.78"
"38b0e81e-a584-11e9-a2fc-000d3a38a36f","1308.83","218.14"
"b458b43a-2197-11ea-9618-000d3a38a36f","1308.64","186.95"
"d3e18134-af9f-11e9-a2fc-000d3a38a36f","1308.03","186.86"
"f8055d88-9e3d-11e9-9897-000d3a38a36f","1307.93","217.99"
"f7397aea-2076-11ea-87bf-000d3a38a36f","1307.84","145.32"
"04241874-a9b6-11e9-a2fc-000d3a38a36f","1307.84","186.83"
"53a15b60-a1e5-11e9-a2fc-000d3a38a36f","1307.60","145.29"
"a83c3a3c-52e8-11ea-9ade-000d3a38a36f","1307.38","145.26"
"188190e0-6319-11ea-a6dc-000d3a38a36f","1306.42","163.30"
"2f1154b6-1dba-11ea-8bf2-000d3a38a36f","1305.28","163.16"
"7fd77d30-be19-11ea-aa61-000d3a38a36f","1304.90","163.11"
"389044c6-2827-11ea-a043-000d3a38a36f","1304.87","186.41"
"30233700-aa4e-11e9-a2fc-000d3a38a36f","1304.81","260.96"
"6e69f9c6-1197-11ea-846f-000d3a38a36f","1304.67","260.93"
"cac30bb2-6256-11ea-9861-000d3a38a36f","1304.10","163.01"
"1d97a6e2-a9c3-11e9-a2fc-000d3a38a36f","1304.06","118.55"
"0c3b4492-9e08-11e9-9897-000d3a38a36f","1303.92","130.39"
"db43767c-a873-11e9-a2fc-000d3a38a36f","1303.90","186.27"
"a4d1ff5c-ac31-11e9-a2fc-000d3a38a36f","1303.80","86.92"
"b650d884-3619-11eb-a48e-000d3a38a36f","1303.69","217.28"
"897b07a8-ae75-11e9-a2fc-000d3a38a36f","1303.34","130.33"
"4535820c-a57a-11e9-a2fc-000d3a38a36f","1302.92","130.29"
"de6b47a4-a065-11ea-9d0a-000d3a38a36f","1302.90","162.86"
"f9ffc272-f126-11e9-9346-000d3a38a36f","1302.78","325.70"
"ba2e54a2-4418-11ea-8b43-000d3a38a36f","1302.74","144.75"
"f5b8e126-d6fa-11e9-93bc-000d3a38a36f","1302.63","162.83"
"7efca4fc-a9d5-11e9-a2fc-000d3a38a36f","1301.56","185.94"
"2d51a722-b00d-11e9-9757-000d3a38a36f","1301.08","185.87"
"830c763a-7806-11ea-9b70-000d3a38a36f","1300.42","185.77"
"3b048dea-116e-11ea-9f3a-000d3a38a36f","1300.42","162.55"
"59212a3a-26f5-11ea-aaaa-000d3a38a36f","1300.35","130.04"
"1c2c48ea-f422-11e9-9346-000d3a38a36f","1300.26","216.71"
"6c3d34bc-a507-11e9-a2fc-000d3a38a36f","1299.87","108.32"
"3477640a-5be9-11ea-ab50-000d3a38a36f","1299.64","185.66"
"808005da-a511-11e9-a2fc-000d3a38a36f","1298.84","162.36"
"d71ba602-1374-11ea-a001-000d3a38a36f","1298.33","185.48"
"4a394e3e-a325-11e9-a2fc-000d3a38a36f","1298.32","129.83"
"6f6104b6-067c-11eb-8ffc-000d3a38a36f","1297.94","324.49"
"01cd1dd8-105d-11ea-8ce6-000d3a38a36f","1297.86","216.31"
"98c6ab8c-187d-11ea-9213-000d3a38a36f","1297.38","432.46"
"cf8033ea-2b70-11ea-9d27-000d3a38a36f","1297.38","162.17"
"23bdcf3e-62a9-11ea-9861-000d3a38a36f","1297.34","216.22"
"5e93e200-b120-11e9-9757-000d3a38a36f","1297.16","129.72"
"6bc2ac98-29ea-11ea-87cc-000d3a38a36f","1297.10","259.42"
"a09549bc-ab5f-11e9-a2fc-000d3a38a36f","1296.35","99.72"
"e3280fa4-aa23-11e9-a2fc-000d3a38a36f","1295.86","215.98"
"c186774a-a560-11e9-a2fc-000d3a38a36f","1295.70","80.98"
"d70c0e46-af19-11e9-a2fc-000d3a38a36f","1295.64","161.96"
"0d7f780e-ff25-11e9-a5e8-000d3a38a36f","1295.41","215.90"
"314c89b4-c53d-11ea-9dde-000d3a38a36f","1295.39","259.08"
"6a77a36e-cc30-11ea-ac21-000d3a38a36f","1295.18","323.80"
"204834a0-87ae-11ea-ace9-000d3a38a36f","1295.01","129.50"
"20daf39c-741d-11eb-b789-000d3a38a36f","1294.91","184.99"
"5689af9a-1241-11ea-a001-000d3a38a36f","1294.51","143.83"
"84ff6b70-a104-11e9-a2fc-000d3a38a36f","1293.88","215.65"
"62a7fbcc-aa1a-11e9-a2fc-000d3a38a36f","1293.37","129.34"
"fea8e3dc-af6b-11e9-a2fc-000d3a38a36f","1293.24","143.69"
"7e0e8d44-2af9-11ea-9d27-000d3a38a36f","1292.69","258.54"
"92c7666c-ac40-11e9-a2fc-000d3a38a36f","1292.63","107.72"
"92c933e8-5438-11ea-b1db-000d3a38a36f","1292.28","215.38"
"f9a2ec9c-a5a8-11e9-a2fc-000d3a38a36f","1291.85","99.37"
"e434e22e-ae0a-11e9-a2fc-000d3a38a36f","1291.72","143.52"
"9de213e6-ad92-11e9-a2fc-000d3a38a36f","1291.58","129.16"
"852ba73e-b037-11e9-9757-000d3a38a36f","1290.88","129.09"
"c1f0cd2c-8d51-11eb-8604-000d3a38a36f","1290.81","430.27"
"1b2c27ea-a507-11e9-a2fc-000d3a38a36f","1290.32","184.33"
"898de1f2-9e17-11e9-9897-000d3a38a36f","1289.82","184.26"
"25fd0f2a-acbb-11e9-a2fc-000d3a38a36f","1289.26","143.25"
"58645f70-9ef8-11e9-9897-000d3a38a36f","1289.24","99.17"
"718b5242-a97a-11e9-a2fc-000d3a38a36f","1288.84","143.20"
"b31c68ea-aaec-11e9-a2fc-000d3a38a36f","1287.81","143.09"
"2f289068-9f6b-11e9-a2fc-000d3a38a36f","1287.77","128.78"
"d9bdafb2-b001-11e9-9757-000d3a38a36f","1287.77","257.55"
"3d1cd01c-2b39-11ea-9d27-000d3a38a36f","1287.29","64.36"
"8e946800-d883-11e9-93bc-000d3a38a36f","1286.63","183.80"
"1c870f78-138f-11ea-a001-000d3a38a36f","1286.26","142.92"
"ed710028-ab00-11e9-a2fc-000d3a38a36f","1285.63","142.85"
"e04b7526-b0ce-11e9-9757-000d3a38a36f","1285.59","128.56"
"39a01c88-a834-11e9-a2fc-000d3a38a36f","1285.50","160.69"
"576a71da-ff1b-11e9-a5e8-000d3a38a36f","1284.83","142.76"
"4e05657a-8c90-11ea-8f41-000d3a38a36f","1284.75","428.25"
"2039ab94-5b42-11ea-bf75-000d3a38a36f","1284.71","214.12"
"318ff214-ddce-11e9-a848-000d3a38a36f","1284.63","214.11"
"8d858648-d661-11e9-93bc-000d3a38a36f","1284.59","256.92"
"b93e1e64-1e85-11ea-aa32-000d3a38a36f","1284.37","160.55"
"f81e53e0-3ed5-11ea-b794-000d3a38a36f","1283.70","160.46"
"d6c768a4-a3e8-11e9-a2fc-000d3a38a36f","1283.55","320.89"
"28fc3168-41be-11ea-96d9-000d3a38a36f","1283.12","128.31"
"cd24f0b2-aa48-11e9-a2fc-000d3a38a36f","1283.01","128.30"
"01b12072-ade0-11e9-a2fc-000d3a38a36f","1282.40","427.47"
"faf36f8e-aa00-11e9-a2fc-000d3a38a36f","1282.29","213.72"
"69c3f5a2-6f6f-11eb-bdb8-000d3a38a36f","1282.29","320.57"
"d0b41e8c-6240-11ea-9d1a-000d3a38a36f","1281.41","160.18"
"8423eda8-ae37-11e9-a2fc-000d3a38a36f","1281.36","256.27"
"1abef166-aa4d-11e9-a2fc-000d3a38a36f","1281.20","183.03"
"6f79cdac-b1e1-11e9-89fa-000d3a38a36f","1281.02","183.00"
"9fbdeeac-2591-11ea-b1c8-000d3a38a36f","1280.87","256.17"
"7f066cce-1174-11ea-9f3a-000d3a38a36f","1280.87","142.32"
"68fd2e56-5bb4-11ea-9d41-000d3a38a36f","1280.66","256.13"
"07fcab24-aaf0-11e9-a2fc-000d3a38a36f","1280.65","320.16"
"8e9767b4-b135-11e9-9757-000d3a38a36f","1280.42","182.92"
"cff97bdc-dfa8-11ea-9c1f-000d3a38a36f","1280.41","160.05"
"7b96ae8a-f1c3-11e9-9346-000d3a38a36f","1280.28","640.14"
"8a6e6dfa-8509-11eb-bceb-000d3a38a36f","1279.96","319.99"
"9b756bbe-1d39-11ea-a490-000d3a38a36f","1279.95","255.99"
"15964724-26cc-11ea-aaaa-000d3a38a36f","1279.78","159.97"
"14c76be4-a4d5-11e9-a2fc-000d3a38a36f","1279.75","127.98"
"10ca760c-609b-11eb-9b71-000d3a38a36f","1279.69","319.92"
"24de1a42-b10e-11e9-9757-000d3a38a36f","1279.61","127.96"
"db2a6440-a9ed-11e9-a2fc-000d3a38a36f","1278.82","116.26"
"4ad76d3a-a302-11e9-a2fc-000d3a38a36f","1278.76","127.88"
"4d815d7a-aafa-11e9-a2fc-000d3a38a36f","1278.15","255.63"
"5da15e9e-ad16-11e9-a2fc-000d3a38a36f","1278.01","142.00"
"17bc6908-b09c-11e9-9757-000d3a38a36f","1277.93","182.56"
"768c05d6-aff9-11e9-9757-000d3a38a36f","1277.92","255.58"
"9fbb50c2-40ec-11ea-8359-000d3a38a36f","1277.79","212.97"
"63cef04c-a523-11e9-a2fc-000d3a38a36f","1277.53","182.50"
"74984284-9e75-11e9-9897-000d3a38a36f","1276.57","127.66"
"d0ee3b76-b192-11e9-89fa-000d3a38a36f","1275.88","127.59"
"cda757f4-5b51-11ea-b08f-000d3a38a36f","1275.86","318.97"
"38ceaaba-ac10-11e9-a2fc-000d3a38a36f","1275.55","98.12"
"2c7f6a78-2a92-11ea-b3a7-000d3a38a36f","1274.89","212.48"
"1b2ed0b8-9f75-11e9-a2fc-000d3a38a36f","1274.88","91.06"
"e17f1162-add3-11e9-a2fc-000d3a38a36f","1274.83","254.97"
"a1bcdc16-e52e-11e9-ad00-000d3a38a36f","1273.85","127.39"
"90c2cd30-fc9e-11e9-a5e8-000d3a38a36f","1273.75","181.96"
"3302af88-1866-11ea-9213-000d3a38a36f","1273.37","181.91"
"8de9911c-3186-11ea-83ce-000d3a38a36f","1273.35","318.34"
"ef3cb46c-a388-11e9-a2fc-000d3a38a36f","1272.95","254.59"
"6127e8f6-aaca-11e9-a2fc-000d3a38a36f","1272.79","212.13"
"6201d566-a949-11e9-a2fc-000d3a38a36f","1272.65","115.70"
"5d394b48-948c-11ea-85df-000d3a38a36f","1272.26","181.75"
"365a722a-abaf-11e9-a2fc-000d3a38a36f","1272.12","159.02"
"3fa6c38e-abb8-11e9-a2fc-000d3a38a36f","1272.09","159.01"
"dd192c56-9e57-11e9-9897-000d3a38a36f","1270.95","105.91"
"0bf5efee-b00c-11e9-9757-000d3a38a36f","1270.77","158.85"
"f3fae00a-bbb5-11ea-a0c9-000d3a38a36f","1270.55","211.76"
"94be37e0-aa72-11e9-a2fc-000d3a38a36f","1270.39","97.72"
"4510fad2-b05a-11e9-9757-000d3a38a36f","1270.37","141.15"
"dbde6de4-a87d-11e9-a2fc-000d3a38a36f","1270.17","158.77"
"139f04f6-ce92-11ea-a8f0-000d3a38a36f","1269.79","317.45"
"4d474cd4-9e4d-11e9-9897-000d3a38a36f","1269.04","115.37"
"2cd0ffe8-b0e2-11e9-9757-000d3a38a36f","1268.88","158.61"
"86b2d086-fbf6-11e9-b138-000d3a38a36f","1268.87","181.27"
"5a1117f4-204a-11ea-87bf-000d3a38a36f","1268.86","253.77"
"60b5530e-a91c-11e9-a2fc-000d3a38a36f","1268.82","158.60"
"176b6e2e-9744-11ea-a9c8-000d3a38a36f","1268.49","317.12"
"b04aa088-ad52-11e9-a2fc-000d3a38a36f","1268.00","126.80"
"789c1d6a-d68d-11e9-93bc-000d3a38a36f","1267.86","158.48"
"d76ce87e-ab27-11e9-a2fc-000d3a38a36f","1267.86","115.26"
"a185cdd6-9d42-11e9-9897-000d3a38a36f","1267.73","84.52"
"ef2e5b50-a46a-11e9-a2fc-000d3a38a36f","1267.53","140.84"
"aa06cf1e-9e19-11e9-9897-000d3a38a36f","1267.51","140.83"
"9ec6631c-a111-11e9-a2fc-000d3a38a36f","1267.44","158.43"
"1a5ab958-9ea9-11e9-9897-000d3a38a36f","1267.44","253.49"
"af6919c0-a518-11e9-a2fc-000d3a38a36f","1267.16","115.20"
"d04cd856-aa91-11e9-a2fc-000d3a38a36f","1266.59","422.20"
"c17e8f84-1acd-11ea-98d5-000d3a38a36f","1266.58","211.10"
"b78205cc-9d70-11e9-9897-000d3a38a36f","1266.39","97.41"
"665a8bf4-abfa-11e9-a2fc-000d3a38a36f","1266.39","140.71"
"3d1a7acc-a4c7-11e9-a2fc-000d3a38a36f","1266.33","422.11"
"22e7b3f4-a878-11e9-a2fc-000d3a38a36f","1265.98","140.66"
"c4e445e4-ae3c-11ea-b736-000d3a38a36f","1265.51","210.92"
"214bb132-f12d-11e9-9346-000d3a38a36f","1265.41","180.77"
"df88d15e-aa5e-11e9-a2fc-000d3a38a36f","1265.13","126.51"
"d15015e2-187d-11ea-9213-000d3a38a36f","1264.90","140.54"
"6f2d9c0e-5bc6-11ea-9d3f-000d3a38a36f","1264.83","252.97"
"cd6333ae-b079-11e9-9757-000d3a38a36f","1264.45","252.89"
"eaa3b9e4-ad1c-11e9-a2fc-000d3a38a36f","1264.36","97.26"
"802543a0-26ff-11ea-aaaa-000d3a38a36f","1264.02","180.57"
"3ad05e76-a58a-11e9-a2fc-000d3a38a36f","1263.98","180.57"
"c5158ee2-a6c2-11e9-a2fc-000d3a38a36f","1263.92","114.90"
"25085dae-f99f-11ea-9564-000d3a38a36f","1263.13","421.04"
"413cc522-a8ed-11e9-a2fc-000d3a38a36f","1262.68","105.22"
"d76c217e-a9eb-11e9-a2fc-000d3a38a36f","1262.65","140.29"
"e0ed7c44-ace2-11e9-a2fc-000d3a38a36f","1262.54","210.42"
"3bb32cfa-2f2e-11ea-8467-000d3a38a36f","1262.46","157.81"
"f4f9ecc4-5b04-11ea-8661-000d3a38a36f","1262.37","210.40"
"5ee23224-ad83-11ea-b736-000d3a38a36f","1262.21","631.11"
"139be856-ac57-11e9-a2fc-000d3a38a36f","1261.91","180.27"
"40b96a7e-71d7-11eb-aa44-000d3a38a36f","1261.75","315.44"
"daa560bc-aeff-11e9-a2fc-000d3a38a36f","1260.89","157.61"
"988fd248-f36a-11e9-9346-000d3a38a36f","1260.88","180.13"
"f6020d04-9ebc-11e9-9897-000d3a38a36f","1260.70","315.18"
"01e4d576-a51f-11e9-a2fc-000d3a38a36f","1260.32","252.06"
"b7142b66-3ff9-11ea-aa6b-000d3a38a36f","1260.31","315.08"
"a610d59c-a839-11e9-a2fc-000d3a38a36f","1259.91","157.49"
"3cae55ec-9dcc-11e9-9897-000d3a38a36f","1259.90","179.99"
"a812b26e-745f-11ea-92d0-000d3a38a36f","1259.66","157.46"
"4a212002-f31b-11e9-9346-000d3a38a36f","1259.44","209.91"
"65e0481a-5bb0-11ea-b719-000d3a38a36f","1259.34","314.84"
"4fa69378-9d57-11e9-9897-000d3a38a36f","1259.11","157.39"
"080b0bca-1340-11ea-a001-000d3a38a36f","1258.94","179.85"
"e4c5b8ec-9cff-11e9-9897-000d3a38a36f","1258.86","104.91"
"06c5ae94-a376-11e9-a2fc-000d3a38a36f","1258.81","209.80"
"79d77a70-b11d-11e9-9757-000d3a38a36f","1258.62","251.72"
"2eded608-ee12-11e9-9346-000d3a38a36f","1258.57","209.76"
"9cbd2550-b16b-11e9-89fa-000d3a38a36f","1258.23","179.75"
"7fcf3ff6-af99-11e9-a2fc-000d3a38a36f","1258.06","139.78"
"c8f32b2c-7340-11eb-a9a7-000d3a38a36f","1257.87","157.23"
"a0bc13aa-d641-11e9-93bc-000d3a38a36f","1257.39","251.48"
"6787675c-9e05-11e9-9897-000d3a38a36f","1257.33","179.62"
"d0a7e93c-d60e-11e9-93bc-000d3a38a36f","1257.33","251.47"
"f713605c-a700-11e9-a2fc-000d3a38a36f","1257.23","139.69"
"825cc0fe-e388-11e9-ad00-000d3a38a36f","1257.07","209.51"
"949a1e02-aa93-11e9-a2fc-000d3a38a36f","1257.00","251.40"
"2b029388-a0e9-11e9-a2fc-000d3a38a36f","1256.66","96.67"
"88e0b0b4-12e7-11ea-a001-000d3a38a36f","1256.58","125.66"
"84cdb75a-f5b5-11e9-841e-000d3a38a36f","1256.51","157.06"
"6e5d40c6-b05a-11e9-9757-000d3a38a36f","1256.50","139.61"
"2bfa5bd4-edf3-11e9-9346-000d3a38a36f","1255.67","209.28"
"a141ef8e-ac7f-11e9-a2fc-000d3a38a36f","1254.87","209.15"
"95939e06-ab2d-11e9-a2fc-000d3a38a36f","1254.86","139.43"
"662d2be6-a8ad-11e9-a2fc-000d3a38a36f","1254.80","114.07"
"77fa07fa-b018-11e9-9757-000d3a38a36f","1253.90","156.74"
"d893eebe-afbe-11e9-9757-000d3a38a36f","1253.83","156.73"
"7dc4889a-28f4-11ea-b87a-000d3a38a36f","1253.68","125.37"
"0bc73304-9e3a-11e9-9897-000d3a38a36f","1253.00","113.91"
"33be441a-b11d-11e9-9757-000d3a38a36f","1252.89","156.61"
"f6dd8b52-e1f3-11e9-957d-000d3a38a36f","1252.84","125.28"
"cfb077b4-a58b-11e9-a2fc-000d3a38a36f","1252.79","178.97"
"0988a7a6-a7dd-11e9-a2fc-000d3a38a36f","1252.32","104.36"
"eb559328-5b25-11ea-bd37-000d3a38a36f","1252.13","139.13"
"3d759936-b1e5-11e9-89fa-000d3a38a36f","1251.40","250.28"
"bc6e1db6-6cf8-11ea-b576-000d3a38a36f","1250.21","312.55"
"d50af488-acce-11e9-a2fc-000d3a38a36f","1249.91","249.98"
"4c35cebc-452a-11eb-806e-000d3a38a36f","1249.88","416.63"
"8494636c-9e3d-11e9-9897-000d3a38a36f","1249.86","124.99"
"529fc4f6-7adb-11eb-8460-000d3a38a36f","1249.77","416.59"
"0f11cfe2-a3b7-11e9-a2fc-000d3a38a36f","1249.58","249.92"
"00266a76-312c-11ea-b884-000d3a38a36f","1249.58","178.51"
"96e90b24-aa9c-11e9-a2fc-000d3a38a36f","1249.46","113.59"
"d56b4b6c-9f95-11e9-a2fc-000d3a38a36f","1249.39","178.48"
"87842f2e-5b27-11ea-866a-000d3a38a36f","1249.20","208.20"
"82aea39c-1a47-11ea-941b-000d3a38a36f","1249.07","208.18"
"f6488528-4591-11ea-acaf-000d3a38a36f","1248.89","156.11"
"a0312f9e-249b-11ea-bf27-000d3a38a36f","1248.83","89.20"
"489217be-25fc-11ea-8e1c-000d3a38a36f","1248.79","249.76"
"4fca14cc-a85d-11e9-a2fc-000d3a38a36f","1248.12","89.15"
"cd13aba2-1912-11ea-9213-000d3a38a36f","1248.08","178.30"
"056e803c-a378-11e9-a2fc-000d3a38a36f","1247.87","155.98"
"c331c93a-d60e-11e9-93bc-000d3a38a36f","1247.85","178.26"
"d9acb9de-23d1-11ea-8523-000d3a38a36f","1247.76","138.64"
"4a83b0e2-9f2d-11e9-9897-000d3a38a36f","1247.43","207.91"
"9add590a-a7f0-11e9-a2fc-000d3a38a36f","1247.02","138.56"
"5899fc1c-a258-11e9-a2fc-000d3a38a36f","1246.84","155.86"
"f008d032-2075-11ea-87bf-000d3a38a36f","1245.88","249.18"
"098f67fc-a914-11e9-a2fc-000d3a38a36f","1245.70","249.14"
"38b1d170-12ad-11ea-a001-000d3a38a36f","1245.64","207.61"
"707de628-a89c-11e9-a2fc-000d3a38a36f","1245.59","207.60"
"68fc41fe-a24a-11e9-a2fc-000d3a38a36f","1245.40","155.68"
"e89bfe40-fab4-11ea-9564-000d3a38a36f","1245.21","207.54"
"ebd6e67a-a861-11e9-a2fc-000d3a38a36f","1244.94","124.49"
"6c0d6b08-a389-11e9-a2fc-000d3a38a36f","1244.15","138.24"
"c1bcb942-62aa-11ea-9861-000d3a38a36f","1244.07","155.51"
"93422650-9f1f-11e9-9897-000d3a38a36f","1243.90","207.32"
"e75432b8-9dd2-11e9-9897-000d3a38a36f","1243.67","138.19"
"e89c0eaa-b00d-11e9-9757-000d3a38a36f","1243.38","138.15"
"5928e776-b020-11e9-9757-000d3a38a36f","1243.37","138.15"
"38f025a4-9f2d-11e9-9897-000d3a38a36f","1243.18","414.39"
"cbc7f96c-ad7c-11e9-a2fc-000d3a38a36f","1242.90","310.73"
"2ea3a44e-219c-11ea-9618-000d3a38a36f","1242.73","177.53"
"42615682-b1a0-11e9-89fa-000d3a38a36f","1242.50","207.08"
"b2fc1c98-e13d-11e9-957d-000d3a38a36f","1242.32","177.47"
"9047e21c-d608-11e9-93bc-000d3a38a36f","1242.17","248.43"
"dd155816-9ce8-11ea-a27a-000d3a38a36f","1241.93","248.39"
"97b1b444-aaa0-11e9-a2fc-000d3a38a36f","1241.55","206.93"
"2cf251fc-abdd-11e9-a2fc-000d3a38a36f","1241.12","137.90"
"9775e1ae-acf7-11e9-a2fc-000d3a38a36f","1240.63","112.78"
"6f398326-294d-11ea-b87a-000d3a38a36f","1240.57","248.11"
"48060e4a-2c19-11ea-91ab-000d3a38a36f","1240.20","206.70"
"0485425c-ac40-11e9-a2fc-000d3a38a36f","1240.04","206.67"
"167e930a-da17-11e9-93bc-000d3a38a36f","1239.81","177.12"
"b13ea8ba-f11b-11e9-9346-000d3a38a36f","1239.79","413.26"
"d53ba2c4-a579-11e9-a2fc-000d3a38a36f","1239.33","206.56"
"d8a9ed94-2a8a-11ea-b3a7-000d3a38a36f","1238.88","206.48"
"ecd4e102-9df9-11e9-9897-000d3a38a36f","1238.82","137.65"
"fe625290-3eb4-11ea-b794-000d3a38a36f","1238.67","154.83"
"5ba0ae22-d7b6-11e9-93bc-000d3a38a36f","1238.61","412.87"
"ee91afde-a5ce-11e9-a2fc-000d3a38a36f","1238.56","123.86"
"c5ffc76c-a5bb-11e9-a2fc-000d3a38a36f","1238.43","154.80"
"799f315c-d0c9-11ea-8b59-000d3a38a36f","1238.29","309.57"
"edae1b1c-1daa-11ea-8bf2-000d3a38a36f","1238.26","247.65"
"ab18d5a2-5e6f-11ea-be5b-000d3a38a36f","1237.93","309.48"
"66efc4c8-a9ae-11ea-b736-000d3a38a36f","1237.78","309.45"
"dd8f7930-615f-11ea-8dd8-000d3a38a36f","1237.77","65.15"
"5e2cdeca-b08f-11e9-9757-000d3a38a36f","1237.42","154.68"
"d4d8b762-b14b-11e9-9757-000d3a38a36f","1237.34","206.22"
"5f026628-420f-11ea-96d9-000d3a38a36f","1237.22","309.31"
"7840544a-4162-11ea-96d9-000d3a38a36f","1236.59","206.10"
"129d4cea-a191-11e9-a2fc-000d3a38a36f","1236.32","154.54"
"0cd3f0a6-5ba0-11ea-a0eb-000d3a38a36f","1236.31","137.37"
"08ca3cce-ac8a-11e9-a2fc-000d3a38a36f","1236.17","206.03"
"23059cb2-1249-11ea-a001-000d3a38a36f","1235.75","205.96"
"601e1d76-a6cf-11e9-a2fc-000d3a38a36f","1235.38","247.08"
"350facba-ac26-11e9-a2fc-000d3a38a36f","1235.37","176.48"
"1d955a66-a763-11e9-a2fc-000d3a38a36f","1235.24","123.52"
"f2a14c92-2733-11ea-aaaa-000d3a38a36f","1234.74","205.79"
"520c1728-a5cc-11e9-a2fc-000d3a38a36f","1234.53","176.36"
"bce3a14a-2693-11ea-b9a0-000d3a38a36f","1234.49","205.75"
"30461612-9e28-11e9-9897-000d3a38a36f","1234.28","176.33"
"f5542c64-3de7-11ea-9e19-000d3a38a36f","1232.61","246.52"
"29551d80-a102-11e9-a2fc-000d3a38a36f","1232.36","176.05"
"db5b6f5a-a717-11e9-a2fc-000d3a38a36f","1232.10","102.68"
"e17c3cb8-aaa8-11e9-a2fc-000d3a38a36f","1231.87","246.37"
"173d1a20-b053-11e9-9757-000d3a38a36f","1231.81","153.98"
"189229d0-afca-11e9-9757-000d3a38a36f","1230.49","307.62"
"fc36c880-230b-11ea-8523-000d3a38a36f","1230.09","205.02"
"2b2213ca-9db5-11e9-9897-000d3a38a36f","1230.05","111.82"
"4d100e38-d672-11e9-93bc-000d3a38a36f","1229.84","204.97"
"f2f9395a-afee-11e9-9757-000d3a38a36f","1229.83","136.65"
"9f532182-fe7a-11e9-a5e8-000d3a38a36f","1229.78","307.45"
"8d4e66d8-a7c5-11e9-a2fc-000d3a38a36f","1229.67","94.59"
"234cbe70-ae86-11e9-a2fc-000d3a38a36f","1229.65","111.79"
"bdf088e0-aa70-11e9-a2fc-000d3a38a36f","1229.24","122.92"
"2b47ab2e-a9a6-11e9-a2fc-000d3a38a36f","1229.10","204.85"
"c7811fa8-a5db-11e9-a2fc-000d3a38a36f","1228.28","136.48"
"08dcdc80-60cb-11ea-8dd8-000d3a38a36f","1228.24","175.46"
"7be7ed36-ac36-11e9-a2fc-000d3a38a36f","1228.21","111.66"
"30c39f7a-9e54-11e9-9897-000d3a38a36f","1228.03","153.50"
"f314b3aa-5b07-11ea-9aa6-000d3a38a36f","1227.64","175.38"
"17eb93ec-e042-11e9-957d-000d3a38a36f","1227.38","204.56"
"d2302a0a-1d56-11ea-a490-000d3a38a36f","1227.09","175.30"
"e7e2f23c-a7f5-11e9-a2fc-000d3a38a36f","1226.90","111.54"
"ca11ffb2-9ea6-11e9-9897-000d3a38a36f","1226.74","175.25"
