"interested_in_categories_12","total_sales","cum_total"
"[AKTIFCOCUK, AKTIFSPOR]","116.96","116.96"
"[AKTIFCOCUK, AKTIFSPOR]","183.97","300.93"
"[AKTIFCOCUK, AKTIFSPOR]","190.48","491.41"
"[AKTIFCOCUK, AKTIFSPOR]","202.97","694.38"
"[AKTIFCOCUK, AKTIFSPOR]","207.94","902.32"
"[AKTIFCOCUK, AKTIFSPOR]","209.97","1112.29"
"[AKTIFCOCUK, AKTIFSPOR]","219.97","1332.26"
"[AKTIFCOCUK, AKTIFSPOR]","225.86","1558.12"
"[AKTIFCOCUK, AKTIFSPOR]","237.48","1795.60"
"[AKTIFCOCUK, AKTIFSPOR]","254.95","2050.55"
"[AKTIFCOCUK, AKTIFSPOR]","256.39","2306.94"
"[AKTIFCOCUK, AKTIFSPOR]","266.17","2573.11"
"[AKTIFCOCUK, AKTIFSPOR]","270.47","3114.05"
"[AKTIFCOCUK, AKTIFSPOR]","270.47","3114.05"
"[AKTIFCOCUK, AKTIFSPOR]","274.97","3389.02"
"[AKTIFCOCUK, AKTIFSPOR]","282.64","3671.66"
"[AKTIFCOCUK, AKTIFSPOR]","287.45","3959.11"
"[AKTIFCOCUK, AKTIFSPOR]","289.98","4249.09"
"[AKTIFCOCUK, AKTIFSPOR]","306.97","4556.06"
"[AKTIFCOCUK, AKTIFSPOR]","307.95","4864.01"
"[AKTIFCOCUK, AKTIFSPOR]","308.10","5172.11"
"[AKTIFCOCUK, AKTIFSPOR]","309.89","5482.00"
"[AKTIFCOCUK, AKTIFSPOR]","311.96","5793.96"
"[AKTIFCOCUK, AKTIFSPOR]","312.47","6106.43"
"[AKTIFCOCUK, AKTIFSPOR]","314.97","6421.40"
"[AKTIFCOCUK, AKTIFSPOR]","315.85","6737.25"
"[AKTIFCOCUK, AKTIFSPOR]","319.96","7057.21"
"[AKTIFCOCUK, AKTIFSPOR]","319.97","7377.18"
"[AKTIFCOCUK, AKTIFSPOR]","320.41","7697.59"
"[AKTIFCOCUK, AKTIFSPOR]","322.04","8019.63"
"[AKTIFCOCUK, AKTIFSPOR]","329.97","8349.60"
"[AKTIFCOCUK, AKTIFSPOR]","340.06","8689.66"
"[AKTIFCOCUK, AKTIFSPOR]","340.95","9030.61"
"[AKTIFCOCUK, AKTIFSPOR]","344.99","9375.60"
"[AKTIFCOCUK, AKTIFSPOR]","350.67","9726.27"
"[AKTIFCOCUK, AKTIFSPOR]","351.95","10078.22"
"[AKTIFCOCUK, AKTIFSPOR]","355.07","10433.29"
"[AKTIFCOCUK, AKTIFSPOR]","359.45","10792.74"
"[AKTIFCOCUK, AKTIFSPOR]","363.94","11156.68"
"[AKTIFCOCUK, AKTIFSPOR]","367.95","11524.63"
"[AKTIFCOCUK, AKTIFSPOR]","376.80","11901.43"
"[AKTIFCOCUK, AKTIFSPOR]","377.70","12279.13"
"[AKTIFCOCUK, AKTIFSPOR]","379.96","12659.09"
"[AKTIFCOCUK, AKTIFSPOR]","380.19","13039.28"
"[AKTIFCOCUK, AKTIFSPOR]","380.96","13420.24"
"[AKTIFCOCUK, AKTIFSPOR]","382.85","13803.09"
"[AKTIFCOCUK, AKTIFSPOR]","385.95","14189.04"
"[AKTIFCOCUK, AKTIFSPOR]","387.45","14576.49"
"[AKTIFCOCUK, AKTIFSPOR]","389.67","14966.16"
"[AKTIFCOCUK, AKTIFSPOR]","389.90","15356.06"
"[AKTIFCOCUK, AKTIFSPOR]","390.93","15746.99"
"[AKTIFCOCUK, AKTIFSPOR]","390.94","16137.93"
"[AKTIFCOCUK, AKTIFSPOR]","411.96","16549.89"
"[AKTIFCOCUK, AKTIFSPOR]","413.96","16963.85"
"[AKTIFCOCUK, AKTIFSPOR]","418.80","17382.65"
"[AKTIFCOCUK, AKTIFSPOR]","420.70","17803.35"
"[AKTIFCOCUK, AKTIFSPOR]","421.42","18224.77"
"[AKTIFCOCUK, AKTIFSPOR]","421.93","18646.70"
"[AKTIFCOCUK, AKTIFSPOR]","424.94","19071.64"
"[AKTIFCOCUK, AKTIFSPOR]","425.38","19497.02"
"[AKTIFCOCUK, AKTIFSPOR]","425.39","19922.41"
"[AKTIFCOCUK, AKTIFSPOR]","427.94","20350.35"
"[AKTIFCOCUK, AKTIFSPOR]","429.38","20779.73"
"[AKTIFCOCUK, AKTIFSPOR]","429.52","21209.25"
"[AKTIFCOCUK, AKTIFSPOR]","431.42","21640.67"
"[AKTIFCOCUK, AKTIFSPOR]","433.07","22073.74"
"[AKTIFCOCUK, AKTIFSPOR]","435.81","22509.55"
"[AKTIFCOCUK, AKTIFSPOR]","435.94","22945.49"
"[AKTIFCOCUK, AKTIFSPOR]","435.96","23381.45"
"[AKTIFCOCUK, AKTIFSPOR]","436.20","23817.65"
"[AKTIFCOCUK, AKTIFSPOR]","439.97","24257.62"
"[AKTIFCOCUK, AKTIFSPOR]","442.43","24700.05"
"[AKTIFCOCUK, AKTIFSPOR]","444.89","25144.94"
"[AKTIFCOCUK, AKTIFSPOR]","454.46","25599.40"
"[AKTIFCOCUK, AKTIFSPOR]","454.84","26054.24"
"[AKTIFCOCUK, AKTIFSPOR]","455.91","26510.15"
"[AKTIFCOCUK, AKTIFSPOR]","459.98","26970.13"
"[AKTIFCOCUK, AKTIFSPOR]","461.95","27432.08"
"[AKTIFCOCUK, AKTIFSPOR]","463.90","27895.98"
"[AKTIFCOCUK, AKTIFSPOR]","469.89","28365.87"
"[AKTIFCOCUK, AKTIFSPOR]","469.96","28835.83"
"[AKTIFCOCUK, AKTIFSPOR]","470.72","29306.55"
"[AKTIFCOCUK, AKTIFSPOR]","473.11","29779.66"
"[AKTIFCOCUK, AKTIFSPOR]","474.73","30254.39"
"[AKTIFCOCUK, AKTIFSPOR]","476.55","30730.94"
"[AKTIFCOCUK, AKTIFSPOR]","479.70","31210.64"
"[AKTIFCOCUK, AKTIFSPOR]","479.97","31690.61"
"[AKTIFCOCUK, AKTIFSPOR]","482.95","32173.56"
"[AKTIFCOCUK, AKTIFSPOR]","483.94","32657.50"
"[AKTIFCOCUK, AKTIFSPOR]","485.95","33143.45"
"[AKTIFCOCUK, AKTIFSPOR]","489.59","33633.04"
"[AKTIFCOCUK, AKTIFSPOR]","489.93","34122.97"
"[AKTIFCOCUK, AKTIFSPOR]","489.97","34612.94"
"[AKTIFCOCUK, AKTIFSPOR]","492.97","35105.91"
"[AKTIFCOCUK, AKTIFSPOR]","493.44","35599.35"
"[AKTIFCOCUK, AKTIFSPOR]","494.95","36094.30"
"[AKTIFCOCUK, AKTIFSPOR]","503.69","36597.99"
"[AKTIFCOCUK, AKTIFSPOR]","505.92","37103.91"
"[AKTIFCOCUK, AKTIFSPOR]","508.47","37612.38"
"[AKTIFCOCUK, AKTIFSPOR]","509.88","38122.26"
"[AKTIFCOCUK, AKTIFSPOR]","510.23","38632.49"
"[AKTIFCOCUK, AKTIFSPOR]","510.68","39143.17"
"[AKTIFCOCUK, AKTIFSPOR]","512.15","39655.32"
"[AKTIFCOCUK, AKTIFSPOR]","514.93","40170.25"
"[AKTIFCOCUK, AKTIFSPOR]","517.95","40688.20"
"[AKTIFCOCUK, AKTIFSPOR]","520.57","41208.77"
"[AKTIFCOCUK, AKTIFSPOR]","529.93","41738.70"
"[AKTIFCOCUK, AKTIFSPOR]","530.33","42269.03"
"[AKTIFCOCUK, AKTIFSPOR]","531.44","42800.47"
"[AKTIFCOCUK, AKTIFSPOR]","532.47","43332.94"
"[AKTIFCOCUK, AKTIFSPOR]","538.95","43871.89"
"[AKTIFCOCUK, AKTIFSPOR]","539.88","44411.77"
"[AKTIFCOCUK, AKTIFSPOR]","544.87","44956.64"
"[AKTIFCOCUK, AKTIFSPOR]","545.63","45502.27"
"[AKTIFCOCUK, AKTIFSPOR]","550.95","46053.22"
"[AKTIFCOCUK, AKTIFSPOR]","550.96","46604.18"
"[AKTIFCOCUK, AKTIFSPOR]","553.91","47158.09"
"[AKTIFCOCUK, AKTIFSPOR]","555.94","47714.03"
"[AKTIFCOCUK, AKTIFSPOR]","556.68","48270.71"
"[AKTIFCOCUK, AKTIFSPOR]","559.95","48830.66"
"[AKTIFCOCUK, AKTIFSPOR]","563.93","49394.59"
"[AKTIFCOCUK, AKTIFSPOR]","567.69","49962.28"
"[AKTIFCOCUK, AKTIFSPOR]","570.44","50532.72"
"[AKTIFCOCUK, AKTIFSPOR]","570.95","51103.67"
"[AKTIFCOCUK, AKTIFSPOR]","571.33","51675.00"
"[AKTIFCOCUK, AKTIFSPOR]","574.85","52249.85"
"[AKTIFCOCUK, AKTIFSPOR]","575.67","52825.52"
"[AKTIFCOCUK, AKTIFSPOR]","581.88","53407.40"
"[AKTIFCOCUK, AKTIFSPOR]","584.65","53992.05"
"[AKTIFCOCUK, AKTIFSPOR]","584.93","54576.98"
"[AKTIFCOCUK, AKTIFSPOR]","587.92","55164.90"
"[AKTIFCOCUK, AKTIFSPOR]","588.94","55753.84"
"[AKTIFCOCUK, AKTIFSPOR]","592.88","56346.72"
"[AKTIFCOCUK, AKTIFSPOR]","594.85","56941.57"
"[AKTIFCOCUK, AKTIFSPOR]","600.13","57541.70"
"[AKTIFCOCUK, AKTIFSPOR]","600.70","58142.40"
"[AKTIFCOCUK, AKTIFSPOR]","605.95","58748.35"
"[AKTIFCOCUK, AKTIFSPOR]","607.67","59356.02"
"[AKTIFCOCUK, AKTIFSPOR]","612.49","59968.51"
"[AKTIFCOCUK, AKTIFSPOR]","613.93","60582.44"
"[AKTIFCOCUK, AKTIFSPOR]","619.86","61202.30"
"[AKTIFCOCUK, AKTIFSPOR]","623.73","61826.03"
"[AKTIFCOCUK, AKTIFSPOR]","629.13","62455.16"
"[AKTIFCOCUK, AKTIFSPOR]","629.88","63085.04"
"[AKTIFCOCUK, AKTIFSPOR]","634.16","63719.20"
"[AKTIFCOCUK, AKTIFSPOR]","641.29","64360.49"
"[AKTIFCOCUK, AKTIFSPOR]","644.79","65005.28"
"[AKTIFCOCUK, AKTIFSPOR]","646.45","65651.73"
"[AKTIFCOCUK, AKTIFSPOR]","648.29","66300.02"
"[AKTIFCOCUK, AKTIFSPOR]","651.19","66951.21"
"[AKTIFCOCUK, AKTIFSPOR]","651.70","67602.91"
"[AKTIFCOCUK, AKTIFSPOR]","653.85","68256.76"
"[AKTIFCOCUK, AKTIFSPOR]","657.93","68914.69"
"[AKTIFCOCUK, AKTIFSPOR]","659.73","69574.42"
"[AKTIFCOCUK, AKTIFSPOR]","664.94","70239.36"
"[AKTIFCOCUK, AKTIFSPOR]","665.91","70905.27"
"[AKTIFCOCUK, AKTIFSPOR]","666.38","71571.65"
"[AKTIFCOCUK, AKTIFSPOR]","670.86","72242.51"
"[AKTIFCOCUK, AKTIFSPOR]","670.95","72913.46"
"[AKTIFCOCUK, AKTIFSPOR]","673.74","73587.20"
"[AKTIFCOCUK, AKTIFSPOR]","674.91","74262.11"
"[AKTIFCOCUK, AKTIFSPOR]","675.36","74937.47"
"[AKTIFCOCUK, AKTIFSPOR]","703.96","75641.43"
"[AKTIFCOCUK, AKTIFSPOR]","706.89","76348.32"
"[AKTIFCOCUK, AKTIFSPOR]","707.81","77056.13"
"[AKTIFCOCUK, AKTIFSPOR]","713.94","77770.07"
"[AKTIFCOCUK, AKTIFSPOR]","719.92","79209.91"
"[AKTIFCOCUK, AKTIFSPOR]","719.92","79209.91"
"[AKTIFCOCUK, AKTIFSPOR]","722.69","79932.60"
"[AKTIFCOCUK, AKTIFSPOR]","741.90","80674.50"
"[AKTIFCOCUK, AKTIFSPOR]","744.87","81419.37"
"[AKTIFCOCUK, AKTIFSPOR]","759.85","82179.22"
"[AKTIFCOCUK, AKTIFSPOR]","759.91","82939.13"
"[AKTIFCOCUK, AKTIFSPOR]","771.83","83710.96"
"[AKTIFCOCUK, AKTIFSPOR]","772.83","84483.79"
"[AKTIFCOCUK, AKTIFSPOR]","773.24","85257.03"
"[AKTIFCOCUK, AKTIFSPOR]","773.94","86030.97"
"[AKTIFCOCUK, AKTIFSPOR]","778.63","86809.60"
"[AKTIFCOCUK, AKTIFSPOR]","778.74","87588.34"
"[AKTIFCOCUK, AKTIFSPOR]","780.86","88369.20"
"[AKTIFCOCUK, AKTIFSPOR]","784.89","89154.09"
"[AKTIFCOCUK, AKTIFSPOR]","792.70","89946.79"
"[AKTIFCOCUK, AKTIFSPOR]","819.95","90766.74"
"[AKTIFCOCUK, AKTIFSPOR]","823.96","91590.70"
"[AKTIFCOCUK, AKTIFSPOR]","826.88","92417.58"
"[AKTIFCOCUK, AKTIFSPOR]","827.36","93244.94"
"[AKTIFCOCUK, AKTIFSPOR]","827.65","94072.59"
"[AKTIFCOCUK, AKTIFSPOR]","836.84","94909.43"
"[AKTIFCOCUK, AKTIFSPOR]","843.80","95753.23"
"[AKTIFCOCUK, AKTIFSPOR]","849.29","96602.52"
"[AKTIFCOCUK, AKTIFSPOR]","855.86","97458.38"
"[AKTIFCOCUK, AKTIFSPOR]","856.89","98315.27"
"[AKTIFCOCUK, AKTIFSPOR]","858.40","99173.67"
"[AKTIFCOCUK, AKTIFSPOR]","859.61","100033.28"
"[AKTIFCOCUK, AKTIFSPOR]","878.29","100911.57"
"[AKTIFCOCUK, AKTIFSPOR]","881.53","101793.10"
"[AKTIFCOCUK, AKTIFSPOR]","881.65","102674.75"
"[AKTIFCOCUK, AKTIFSPOR]","887.12","103561.87"
"[AKTIFCOCUK, AKTIFSPOR]","887.15","104449.02"
"[AKTIFCOCUK, AKTIFSPOR]","897.40","105346.42"
"[AKTIFCOCUK, AKTIFSPOR]","900.32","106246.74"
"[AKTIFCOCUK, AKTIFSPOR]","913.44","107160.18"
"[AKTIFCOCUK, AKTIFSPOR]","913.91","108074.09"
"[AKTIFCOCUK, AKTIFSPOR]","924.84","108998.93"
"[AKTIFCOCUK, AKTIFSPOR]","933.76","109932.69"
"[AKTIFCOCUK, AKTIFSPOR]","936.14","110868.83"
"[AKTIFCOCUK, AKTIFSPOR]","945.35","111814.18"
"[AKTIFCOCUK, AKTIFSPOR]","945.46","112759.64"
"[AKTIFCOCUK, AKTIFSPOR]","946.80","113706.44"
"[AKTIFCOCUK, AKTIFSPOR]","947.10","114653.54"
"[AKTIFCOCUK, AKTIFSPOR]","961.92","115615.46"
"[AKTIFCOCUK, AKTIFSPOR]","964.86","116580.32"
"[AKTIFCOCUK, AKTIFSPOR]","972.07","117552.39"
"[AKTIFCOCUK, AKTIFSPOR]","975.86","118528.25"
"[AKTIFCOCUK, AKTIFSPOR]","984.76","119513.01"
"[AKTIFCOCUK, AKTIFSPOR]","996.86","120509.87"
"[AKTIFCOCUK, AKTIFSPOR]","997.24","121507.11"
"[AKTIFCOCUK, AKTIFSPOR]","998.29","122505.40"
"[AKTIFCOCUK, AKTIFSPOR]","1010.76","123516.16"
"[AKTIFCOCUK, AKTIFSPOR]","1014.88","124531.04"
"[AKTIFCOCUK, AKTIFSPOR]","1028.63","125559.67"
"[AKTIFCOCUK, AKTIFSPOR]","1030.86","126590.53"
"[AKTIFCOCUK, AKTIFSPOR]","1043.23","127633.76"
"[AKTIFCOCUK, AKTIFSPOR]","1043.97","128677.73"
"[AKTIFCOCUK, AKTIFSPOR]","1070.44","129748.17"
"[AKTIFCOCUK, AKTIFSPOR]","1081.29","130829.46"
"[AKTIFCOCUK, AKTIFSPOR]","1090.64","131920.10"
"[AKTIFCOCUK, AKTIFSPOR]","1106.90","133027.00"
"[AKTIFCOCUK, AKTIFSPOR]","1116.70","134143.70"
"[AKTIFCOCUK, AKTIFSPOR]","1129.25","135272.95"
"[AKTIFCOCUK, AKTIFSPOR]","1157.76","136430.71"
"[AKTIFCOCUK, AKTIFSPOR]","1164.81","137595.52"
"[AKTIFCOCUK, AKTIFSPOR]","1168.38","138763.90"
"[AKTIFCOCUK, AKTIFSPOR]","1170.81","139934.71"
"[AKTIFCOCUK, AKTIFSPOR]","1170.88","141105.59"
"[AKTIFCOCUK, AKTIFSPOR]","1186.00","142291.59"
"[AKTIFCOCUK, AKTIFSPOR]","1190.40","143481.99"
"[AKTIFCOCUK, AKTIFSPOR]","1191.74","144673.73"
"[AKTIFCOCUK, AKTIFSPOR]","1194.23","145867.96"
"[AKTIFCOCUK, AKTIFSPOR]","1202.90","147070.86"
"[AKTIFCOCUK, AKTIFSPOR]","1227.64","148298.50"
"[AKTIFCOCUK, AKTIFSPOR]","1231.87","149530.37"
"[AKTIFCOCUK, AKTIFSPOR]","1238.29","150768.66"
"[AKTIFCOCUK, AKTIFSPOR]","1260.32","152028.98"
"[AKTIFCOCUK, AKTIFSPOR]","1262.21","153291.19"
"[AKTIFCOCUK, AKTIFSPOR]","1278.01","154569.20"
"[AKTIFCOCUK, AKTIFSPOR]","1281.41","155850.61"
"[AKTIFCOCUK, AKTIFSPOR]","1298.32","157148.93"
"[AKTIFCOCUK, AKTIFSPOR]","1309.82","158458.75"
"[AKTIFCOCUK, AKTIFSPOR]","1312.35","159771.10"
"[AKTIFCOCUK, AKTIFSPOR]","1316.59","161087.69"
"[AKTIFCOCUK, AKTIFSPOR]","1324.28","162411.97"
"[AKTIFCOCUK, AKTIFSPOR]","1330.65","163742.62"
"[AKTIFCOCUK, AKTIFSPOR]","1336.60","165079.22"
"[AKTIFCOCUK, AKTIFSPOR]","1346.52","166425.74"
"[AKTIFCOCUK, AKTIFSPOR]","1371.60","167797.34"
"[AKTIFCOCUK, AKTIFSPOR]","1372.03","169169.37"
"[AKTIFCOCUK, AKTIFSPOR]","1378.42","170547.79"
"[AKTIFCOCUK, AKTIFSPOR]","1415.24","171963.03"
"[AKTIFCOCUK, AKTIFSPOR]","1423.92","173386.95"
"[AKTIFCOCUK, AKTIFSPOR]","1428.77","174815.72"
"[AKTIFCOCUK, AKTIFSPOR]","1459.55","176275.27"
"[AKTIFCOCUK, AKTIFSPOR]","1497.50","177772.77"
"[AKTIFCOCUK, AKTIFSPOR]","1508.44","179281.21"
"[AKTIFCOCUK, AKTIFSPOR]","1528.13","180809.34"
"[AKTIFCOCUK, AKTIFSPOR]","1530.05","182339.39"
"[AKTIFCOCUK, AKTIFSPOR]","1544.68","183884.07"
"[AKTIFCOCUK, AKTIFSPOR]","1570.85","185454.92"
"[AKTIFCOCUK, AKTIFSPOR]","1577.48","187032.40"
"[AKTIFCOCUK, AKTIFSPOR]","1603.95","188636.35"
"[AKTIFCOCUK, AKTIFSPOR]","1653.85","190290.20"
"[AKTIFCOCUK, AKTIFSPOR]","1682.31","191972.51"
"[AKTIFCOCUK, AKTIFSPOR]","1691.28","193663.79"
"[AKTIFCOCUK, AKTIFSPOR]","1693.42","195357.21"
"[AKTIFCOCUK, AKTIFSPOR]","1746.19","197103.40"
"[AKTIFCOCUK, AKTIFSPOR]","1782.50","198885.90"
"[AKTIFCOCUK, AKTIFSPOR]","1790.77","200676.67"
"[AKTIFCOCUK, AKTIFSPOR]","1794.75","202471.42"
"[AKTIFCOCUK, AKTIFSPOR]","1806.79","204278.21"
"[AKTIFCOCUK, AKTIFSPOR]","1835.47","206113.68"
"[AKTIFCOCUK, AKTIFSPOR]","1848.47","207962.15"
"[AKTIFCOCUK, AKTIFSPOR]","1856.00","209818.15"
"[AKTIFCOCUK, AKTIFSPOR]","1859.71","211677.86"
"[AKTIFCOCUK, AKTIFSPOR]","1870.13","213547.99"
"[AKTIFCOCUK, AKTIFSPOR]","1895.96","215443.95"
"[AKTIFCOCUK, AKTIFSPOR]","1899.82","217343.77"
"[AKTIFCOCUK, AKTIFSPOR]","1919.61","219263.38"
"[AKTIFCOCUK, AKTIFSPOR]","1982.78","221246.16"
"[AKTIFCOCUK, AKTIFSPOR]","1986.89","223233.05"
"[AKTIFCOCUK, AKTIFSPOR]","1997.87","225230.92"
"[AKTIFCOCUK, AKTIFSPOR]","2016.44","227247.36"
"[AKTIFCOCUK, AKTIFSPOR]","2043.03","229290.39"
"[AKTIFCOCUK, AKTIFSPOR]","2117.36","231407.75"
"[AKTIFCOCUK, AKTIFSPOR]","2147.82","233555.57"
"[AKTIFCOCUK, AKTIFSPOR]","2176.02","235731.59"
"[AKTIFCOCUK, AKTIFSPOR]","2215.31","237946.90"
"[AKTIFCOCUK, AKTIFSPOR]","2219.34","240166.24"
"[AKTIFCOCUK, AKTIFSPOR]","2224.47","242390.71"
"[AKTIFCOCUK, AKTIFSPOR]","2294.39","244685.10"
"[AKTIFCOCUK, AKTIFSPOR]","2313.64","246998.74"
"[AKTIFCOCUK, AKTIFSPOR]","2346.05","249344.79"
"[AKTIFCOCUK, AKTIFSPOR]","2349.82","251694.61"
"[AKTIFCOCUK, AKTIFSPOR]","2368.96","254063.57"
"[AKTIFCOCUK, AKTIFSPOR]","2459.32","256522.89"
"[AKTIFCOCUK, AKTIFSPOR]","2468.54","258991.43"
"[AKTIFCOCUK, AKTIFSPOR]","2482.65","261474.08"
"[AKTIFCOCUK, AKTIFSPOR]","2497.17","263971.25"
"[AKTIFCOCUK, AKTIFSPOR]","2539.51","266510.76"
"[AKTIFCOCUK, AKTIFSPOR]","2557.48","269068.24"
"[AKTIFCOCUK, AKTIFSPOR]","2590.53","271658.77"
"[AKTIFCOCUK, AKTIFSPOR]","2997.56","274656.33"
"[AKTIFCOCUK, AKTIFSPOR]","3190.05","277846.38"
"[AKTIFCOCUK, AKTIFSPOR]","3193.43","281039.81"
"[AKTIFCOCUK, AKTIFSPOR]","3586.79","284626.60"
"[AKTIFCOCUK, AKTIFSPOR]","3695.17","288321.77"
"[AKTIFCOCUK, AKTIFSPOR]","3892.92","292214.69"
"[AKTIFCOCUK, AKTIFSPOR]","4564.37","296779.06"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","109.98","109.98"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","110.47","220.45"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","147.98","368.43"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","165.97","534.40"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","172.86","707.26"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","190.45","897.71"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","222.44","1120.15"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","227.97","1348.12"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","231.96","1580.08"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","236.36","1816.44"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","267.12","2083.56"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","271.96","2355.52"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","310.46","2665.98"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","314.34","2980.32"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","332.80","3313.12"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","339.35","3652.47"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","341.13","3993.60"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","344.95","4338.55"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","358.13","4696.68"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","359.44","5056.12"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","365.83","5421.95"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","374.94","5796.89"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","376.16","6173.05"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","389.45","6562.50"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","389.96","6952.46"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","390.42","7342.88"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","390.70","7733.58"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","407.97","8141.55"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","416.96","8558.51"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","419.95","8978.46"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","425.22","9403.68"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","431.71","9835.39"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","443.93","10279.32"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","449.50","10728.82"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","459.92","11188.74"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","465.68","11654.42"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","466.22","12120.64"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","475.43","12596.07"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","485.51","13081.58"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","493.24","13574.82"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","497.88","14072.70"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","500.44","14573.14"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","503.90","15077.04"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","504.95","15581.99"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","508.06","16090.05"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","513.33","16603.38"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","520.14","17123.52"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","533.39","17656.91"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","538.61","18195.52"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","548.41","18743.93"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","549.77","19293.70"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","550.67","19844.37"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","556.80","20401.17"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","556.86","20958.03"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","563.95","21521.98"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","567.19","22089.17"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","569.94","22659.11"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","577.90","23237.01"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","580.55","23817.56"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","588.45","24406.01"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","610.91","25016.92"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","611.16","25628.08"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","611.78","26239.86"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","621.90","26861.76"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","625.12","27486.88"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","629.63","28116.51"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","644.92","28761.43"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","644.96","29406.39"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","659.67","30066.06"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","661.92","30727.98"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","663.14","31391.12"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","664.80","32055.92"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","666.28","32722.20"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","669.90","33392.10"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","679.90","34072.00"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","687.21","34759.21"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","693.62","35452.83"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","695.93","36148.76"
"[AKTIFCOCUK, COCUK, AKTIFSPOR]","703.89","36852.65"
