"interested_in_categories_12","total_sales","cum_total"
"[KADIN]","725.76","605731.59"
"[KADIN]","727.96","606459.55"
"[KADIN]","729.55","607189.10"
"[KADIN]","729.87","607918.97"
"[KADIN]","729.91","608648.88"
"[KADIN]","731.40","609380.28"
"[KADIN]","731.89","610112.17"
"[KADIN]","731.90","610844.07"
"[KADIN]","734.82","611578.89"
"[KADIN]","734.87","612313.76"
"[KADIN]","735.63","613049.39"
"[KADIN]","735.83","613785.22"
"[KADIN]","735.92","614521.14"
"[KADIN]","736.60","615257.74"
"[KADIN]","738.97","615996.71"
"[KADIN]","739.48","616736.19"
"[KADIN]","740.80","617476.99"
"[KADIN]","743.86","618220.85"
"[KADIN]","743.94","618964.79"
"[KADIN]","744.89","619709.68"
"[KADIN]","749.83","620459.51"
"[KADIN]","749.90","621959.31"
"[KADIN]","749.90","621959.31"
"[KADIN]","749.91","622709.22"
"[KADIN]","750.46","623459.68"
"[KADIN]","750.95","624210.63"
"[KADIN]","751.37","624962.00"
"[KADIN]","752.30","625714.30"
"[KADIN]","752.35","626466.65"
"[KADIN]","753.89","627220.54"
"[KADIN]","755.41","627975.95"
"[KADIN]","757.40","628733.35"
"[KADIN]","758.06","629491.41"
"[KADIN]","758.45","630249.86"
"[KADIN]","758.68","631008.54"
"[KADIN]","758.79","631767.33"
"[KADIN]","758.82","632526.15"
"[KADIN]","759.84","633285.99"
"[KADIN]","760.63","634046.62"
"[KADIN]","761.86","634808.48"
"[KADIN]","762.73","635571.21"
"[KADIN]","763.43","636334.64"
"[KADIN]","764.04","637098.68"
"[KADIN]","764.82","637863.50"
"[KADIN]","766.16","638629.66"
"[KADIN]","767.01","639396.67"
"[KADIN]","767.33","640164.00"
"[KADIN]","767.37","640931.37"
"[KADIN]","768.34","641699.71"
"[KADIN]","768.94","642468.65"
"[KADIN]","769.90","643238.55"
"[KADIN]","769.91","644008.46"
"[KADIN]","770.19","644778.65"
"[KADIN]","770.30","645548.95"
"[KADIN]","773.11","646322.06"
"[KADIN]","773.20","647095.26"
"[KADIN]","773.96","647869.22"
"[KADIN]","775.68","648644.90"
"[KADIN]","776.70","649421.60"
"[KADIN]","777.27","650198.87"
"[KADIN]","778.72","650977.59"
"[KADIN]","783.13","651760.72"
"[KADIN]","783.39","652544.11"
"[KADIN]","784.04","653328.15"
"[KADIN]","784.48","654112.63"
"[KADIN]","785.85","654898.48"
"[KADIN]","786.82","655685.30"
"[KADIN]","788.97","656474.27"
"[KADIN]","789.17","657263.44"
"[KADIN]","789.45","658052.89"
"[KADIN]","791.15","658844.04"
"[KADIN]","791.16","659635.20"
"[KADIN]","791.69","660426.89"
"[KADIN]","792.34","661219.23"
"[KADIN]","793.11","662012.34"
"[KADIN]","794.77","662807.11"
"[KADIN]","794.85","663601.96"
"[KADIN]","798.31","664400.27"
"[KADIN]","798.77","665199.04"
"[KADIN]","799.93","665998.97"
"[KADIN]","800.47","666799.44"
"[KADIN]","800.94","667600.38"
"[KADIN]","803.24","668403.62"
"[KADIN]","805.43","669209.05"
"[KADIN]","806.70","670015.75"
"[KADIN]","807.40","670823.15"
"[KADIN]","807.58","671630.73"
"[KADIN]","807.80","672438.53"
"[KADIN]","807.84","673246.37"
"[KADIN]","808.91","674055.28"
"[KADIN]","809.07","674864.35"
"[KADIN]","809.81","675674.16"
"[KADIN]","809.90","676484.06"
"[KADIN]","812.31","677296.37"
"[KADIN]","813.13","678109.50"
"[KADIN]","814.88","678924.38"
"[KADIN]","815.86","679740.24"
"[KADIN]","815.90","680556.14"
"[KADIN]","817.31","681373.45"
"[KADIN]","818.33","682191.78"
"[KADIN]","819.21","683010.99"
"[KADIN]","819.93","683830.92"
"[KADIN]","820.81","684651.73"
"[KADIN]","824.48","685476.21"
"[KADIN]","828.57","686304.78"
"[KADIN]","828.81","687133.59"
"[KADIN]","828.92","687962.51"
"[KADIN]","829.46","688791.97"
"[KADIN]","829.79","689621.76"
"[KADIN]","830.54","690452.30"
"[KADIN]","831.36","691283.66"
"[KADIN]","832.08","692115.74"
"[KADIN]","835.36","692951.10"
"[KADIN]","835.52","693786.62"
"[KADIN]","835.95","694622.57"
"[KADIN]","837.29","695459.86"
"[KADIN]","838.10","696297.96"
"[KADIN]","838.97","697975.90"
"[KADIN]","838.97","697975.90"
"[KADIN]","842.92","698818.82"
"[KADIN]","844.89","699663.71"
"[KADIN]","845.40","700509.11"
"[KADIN]","847.07","701356.18"
"[KADIN]","847.83","702204.01"
"[KADIN]","849.19","703053.20"
"[KADIN]","852.15","703905.35"
"[KADIN]","852.82","704758.17"
"[KADIN]","853.87","705612.04"
"[KADIN]","857.72","706469.76"
"[KADIN]","859.63","707329.39"
"[KADIN]","859.79","708189.18"
"[KADIN]","860.41","709049.59"
"[KADIN]","861.98","709911.57"
"[KADIN]","863.24","710774.81"
"[KADIN]","866.10","711640.91"
"[KADIN]","866.56","712507.47"
"[KADIN]","866.92","713374.39"
"[KADIN]","869.43","714243.82"
"[KADIN]","870.16","715113.98"
"[KADIN]","873.83","715987.81"
"[KADIN]","875.01","716862.82"
"[KADIN]","875.37","717738.19"
"[KADIN]","877.96","718616.15"
"[KADIN]","878.92","719495.07"
"[KADIN]","879.43","720374.50"
"[KADIN]","879.90","721254.40"
"[KADIN]","879.94","722134.34"
"[KADIN]","885.29","723019.63"
"[KADIN]","885.38","723905.01"
"[KADIN]","886.30","724791.31"
"[KADIN]","886.92","725678.23"
"[KADIN]","887.74","726565.97"
"[KADIN]","888.92","727454.89"
"[KADIN]","888.97","728343.86"
"[KADIN]","890.82","729234.68"
"[KADIN]","891.59","730126.27"
"[KADIN]","894.41","731020.68"
"[KADIN]","895.36","731916.04"
"[KADIN]","895.70","732811.74"
"[KADIN]","896.36","733708.10"
"[KADIN]","899.07","734607.17"
"[KADIN]","900.06","735507.23"
"[KADIN]","905.74","736412.97"
"[KADIN]","905.76","737318.73"
"[KADIN]","905.83","738224.56"
"[KADIN]","907.39","739131.95"
"[KADIN]","907.83","740039.78"
"[KADIN]","907.95","740947.73"
"[KADIN]","908.66","741856.39"
"[KADIN]","910.77","742767.16"
"[KADIN]","912.30","743679.46"
"[KADIN]","912.90","744592.36"
"[KADIN]","913.84","745506.20"
"[KADIN]","915.38","746421.58"
"[KADIN]","918.72","747340.30"
"[KADIN]","919.56","748259.86"
"[KADIN]","920.84","749180.70"
"[KADIN]","923.25","750103.95"
"[KADIN]","925.92","751029.87"
"[KADIN]","925.96","751955.83"
"[KADIN]","927.84","752883.67"
"[KADIN]","928.60","753812.27"
"[KADIN]","928.85","754741.12"
"[KADIN]","930.43","755671.55"
"[KADIN]","931.89","756603.44"
"[KADIN]","933.53","757536.97"
"[KADIN]","933.90","758470.87"
"[KADIN]","939.37","759410.24"
"[KADIN]","939.94","760350.18"
"[KADIN]","942.85","761293.03"
"[KADIN]","944.14","762237.17"
"[KADIN]","944.93","763182.10"
"[KADIN]","945.00","764127.10"
"[KADIN]","947.08","765074.18"
"[KADIN]","947.87","766022.05"
"[KADIN]","948.31","766970.36"
"[KADIN]","950.85","767921.21"
"[KADIN]","951.92","768873.13"
"[KADIN]","954.31","769827.44"
"[KADIN]","957.79","770785.23"
"[KADIN]","959.69","771744.92"
"[KADIN]","960.41","772705.33"
"[KADIN]","962.38","773667.71"
"[KADIN]","967.30","774635.01"
"[KADIN]","967.99","775603.00"
"[KADIN]","968.30","776571.30"
"[KADIN]","969.35","777540.65"
"[KADIN]","974.80","778515.45"
"[KADIN]","976.43","779491.88"
"[KADIN]","977.70","780469.58"
"[KADIN]","977.99","781447.57"
"[KADIN]","982.27","782429.84"
"[KADIN]","982.39","783412.23"
"[KADIN]","982.87","784395.10"
"[KADIN]","983.84","785378.94"
"[KADIN]","985.75","786364.69"
"[KADIN]","987.56","787352.25"
"[KADIN]","997.86","788350.11"
"[KADIN]","998.63","789348.74"
"[KADIN]","998.78","790347.52"
"[KADIN]","999.11","791346.63"
"[KADIN]","1000.71","792347.34"
"[KADIN]","1003.49","793350.83"
"[KADIN]","1006.41","794357.24"
"[KADIN]","1007.42","795364.66"
"[KADIN]","1007.62","796372.28"
"[KADIN]","1007.79","798387.86"
"[KADIN]","1007.79","798387.86"
"[KADIN]","1008.89","799396.75"
"[KADIN]","1009.13","800405.88"
"[KADIN]","1011.55","801417.43"
"[KADIN]","1016.92","802434.35"
"[KADIN]","1017.74","803452.09"
"[KADIN]","1017.87","804469.96"
"[KADIN]","1018.58","805488.54"
"[KADIN]","1018.88","806507.42"
"[KADIN]","1022.89","807530.31"
"[KADIN]","1023.42","808553.73"
"[KADIN]","1029.40","809583.13"
"[KADIN]","1033.30","810616.43"
"[KADIN]","1033.42","811649.85"
"[KADIN]","1033.90","812683.75"
"[KADIN]","1034.85","813718.60"
"[KADIN]","1035.60","814754.20"
"[KADIN]","1037.20","815791.40"
"[KADIN]","1037.87","816829.27"
"[KADIN]","1037.88","817867.15"
"[KADIN]","1038.56","818905.71"
"[KADIN]","1041.83","819947.54"
"[KADIN]","1041.85","820989.39"
"[KADIN]","1043.27","822032.66"
"[KADIN]","1043.94","823076.60"
"[KADIN]","1044.42","824121.02"
"[KADIN]","1044.60","825165.62"
"[KADIN]","1047.89","826213.51"
"[KADIN]","1052.14","827265.65"
"[KADIN]","1057.82","828323.47"
"[KADIN]","1059.90","829383.37"
"[KADIN]","1062.89","830446.26"
"[KADIN]","1063.72","831509.98"
"[KADIN]","1071.38","832581.36"
"[KADIN]","1071.71","833653.07"
"[KADIN]","1072.91","834725.98"
"[KADIN]","1074.62","835800.60"
"[KADIN]","1076.46","836877.06"
"[KADIN]","1077.99","837955.05"
"[KADIN]","1080.13","839035.18"
"[KADIN]","1081.43","840116.61"
"[KADIN]","1082.90","841199.51"
"[KADIN]","1084.85","842284.36"
"[KADIN]","1087.26","843371.62"
"[KADIN]","1087.31","844458.93"
"[KADIN]","1091.86","845550.79"
"[KADIN]","1095.91","846646.70"
"[KADIN]","1097.37","847744.07"
"[KADIN]","1098.85","848842.92"
"[KADIN]","1099.04","849941.96"
"[KADIN]","1103.07","851045.03"
"[KADIN]","1107.06","852152.09"
"[KADIN]","1108.44","853260.53"
"[KADIN]","1111.36","854371.89"
"[KADIN]","1113.71","855485.60"
"[KADIN]","1115.11","856600.71"
"[KADIN]","1120.73","857721.44"
"[KADIN]","1121.11","858842.55"
"[KADIN]","1123.57","859966.12"
"[KADIN]","1125.42","861091.54"
"[KADIN]","1128.01","862219.55"
"[KADIN]","1132.67","863352.22"
"[KADIN]","1142.15","864494.37"
"[KADIN]","1143.29","865637.66"
"[KADIN]","1143.80","866781.46"
"[KADIN]","1158.29","867939.75"
"[KADIN]","1159.84","869099.59"
"[KADIN]","1160.55","870260.14"
"[KADIN]","1160.83","871420.97"
"[KADIN]","1161.90","872582.87"
"[KADIN]","1168.68","873751.55"
"[KADIN]","1169.86","874921.41"
"[KADIN]","1169.93","876091.34"
"[KADIN]","1178.87","877270.21"
"[KADIN]","1179.86","878450.07"
"[KADIN]","1183.08","879633.15"
"[KADIN]","1184.48","880817.63"
"[KADIN]","1189.74","882007.37"
"[KADIN]","1190.12","883197.49"
"[KADIN]","1191.85","884389.34"
"[KADIN]","1192.49","885581.83"
"[KADIN]","1195.51","886777.34"
"[KADIN]","1197.56","887974.90"
"[KADIN]","1198.84","889173.74"
"[KADIN]","1199.39","890373.13"
"[KADIN]","1203.55","891576.68"
"[KADIN]","1204.06","892780.74"
"[KADIN]","1204.87","893985.61"
"[KADIN]","1208.52","895194.13"
"[KADIN]","1210.28","896404.41"
"[KADIN]","1214.26","897618.67"
"[KADIN]","1220.16","898838.83"
"[KADIN]","1220.40","900059.23"
"[KADIN]","1224.79","901284.02"
"[KADIN]","1226.90","902510.92"
"[KADIN]","1234.53","903745.45"
"[KADIN]","1237.77","904983.22"
"[KADIN]","1238.82","906222.04"
"[KADIN]","1243.18","907465.22"
"[KADIN]","1252.89","908718.11"
"[KADIN]","1254.87","909972.98"
"[KADIN]","1257.07","911230.05"
"[KADIN]","1269.04","912499.09"
"[KADIN]","1270.39","913769.48"
"[KADIN]","1273.37","915042.85"
"[KADIN]","1277.53","916320.38"
"[KADIN]","1281.20","917601.58"
"[KADIN]","1284.75","918886.33"
"[KADIN]","1285.50","920171.83"
"[KADIN]","1285.59","921457.42"
"[KADIN]","1319.34","922776.76"
"[KADIN]","1327.82","924104.58"
"[KADIN]","1341.33","925445.91"
"[KADIN]","1346.79","926792.70"
"[KADIN]","1348.82","928141.52"
"[KADIN]","1350.43","929491.95"
"[KADIN]","1362.85","930854.80"
"[KADIN]","1371.42","932226.22"
"[KADIN]","1373.52","933599.74"
"[KADIN]","1383.77","934983.51"
"[KADIN]","1397.83","936381.34"
"[KADIN]","1408.00","937789.34"
"[KADIN]","1419.69","939209.03"
"[KADIN]","1419.87","940628.90"
"[KADIN]","1438.84","942067.74"
"[KADIN]","1447.83","943515.57"
"[KADIN]","1455.04","944970.61"
"[KADIN]","1471.73","946442.34"
"[KADIN]","1477.25","947919.59"
"[KADIN]","1515.56","949435.15"
"[KADIN]","1518.87","950954.02"
"[KADIN]","1520.64","952474.66"
"[KADIN]","1524.29","953998.95"
"[KADIN]","1530.25","955529.20"
"[KADIN]","1532.99","957062.19"
"[KADIN]","1564.82","958627.01"
"[KADIN]","1569.92","960196.93"
"[KADIN]","1570.20","961767.13"
"[KADIN]","1579.08","963346.21"
"[KADIN]","1586.75","964932.96"
"[KADIN]","1594.13","966527.09"
"[KADIN]","1604.25","968131.34"
"[KADIN]","1613.60","969744.94"
"[KADIN]","1626.60","971371.54"
"[KADIN]","1627.35","972998.89"
"[KADIN]","1649.88","974648.77"
"[KADIN]","1656.09","976304.86"
"[KADIN]","1671.32","977976.18"
"[KADIN]","1680.02","979656.20"
"[KADIN]","1681.01","981337.21"
"[KADIN]","1683.42","983020.63"
"[KADIN]","1683.59","984704.22"
"[KADIN]","1703.35","986407.57"
"[KADIN]","1703.75","988111.32"
"[KADIN]","1707.80","989819.12"
"[KADIN]","1709.46","991528.58"
"[KADIN]","1718.96","993247.54"
"[KADIN]","1719.16","994966.70"
"[KADIN]","1723.24","996689.94"
"[KADIN]","1735.46","998425.40"
"[KADIN]","1781.07","1000206.47"
"[KADIN]","1798.12","1002004.59"
"[KADIN]","1807.09","1003811.68"
"[KADIN]","1843.42","1005655.10"
"[KADIN]","1853.13","1007508.23"
"[KADIN]","1869.03","1009377.26"
"[KADIN]","1875.80","1011253.06"
"[KADIN]","1878.45","1013131.51"
"[KADIN]","1896.87","1015028.38"
"[KADIN]","1904.19","1018836.76"
"[KADIN]","1904.19","1018836.76"
"[KADIN]","1996.58","1020833.34"
"[KADIN]","1997.49","1022830.83"
"[KADIN]","1999.10","1024829.93"
"[KADIN]","1999.18","1026829.11"
"[KADIN]","2002.30","1028831.41"
"[KADIN]","2134.68","1030966.09"
"[KADIN]","2139.81","1033105.90"
"[KADIN]","2259.95","1035365.85"
"[KADIN]","2286.06","1037651.91"
"[KADIN]","2288.91","1039940.82"
"[KADIN]","2310.69","1042251.51"
"[KADIN]","2313.85","1044565.36"
"[KADIN]","2336.72","1046902.08"
"[KADIN]","2352.04","1049254.12"
"[KADIN]","2396.85","1051650.97"
"[KADIN]","2403.76","1054054.73"
"[KADIN]","2421.83","1056476.56"
"[KADIN]","2440.61","1058917.17"
"[KADIN]","2497.40","1061414.57"
"[KADIN]","2533.04","1063947.61"
"[KADIN]","2569.67","1066517.28"
"[KADIN]","2648.46","1069165.74"
"[KADIN]","2697.72","1071863.46"
"[KADIN]","2962.88","1074826.34"
"[KADIN]","3005.02","1077831.36"
"[KADIN]","3010.60","1080841.96"
"[KADIN]","3112.99","1083954.95"
"[KADIN]","3126.09","1087081.04"
"[KADIN]","3253.55","1090334.59"
"[KADIN]","3374.81","1093709.40"
"[KADIN]","3448.30","1097157.70"
"[KADIN]","3595.68","1100753.38"
"[KADIN]","3862.57","1104615.95"
"[KADIN]","3902.18","1108518.13"
"[KADIN]","3906.97","1112425.10"
"[KADIN]","4295.02","1116720.12"
"[KADIN]","4603.26","1121323.38"
"[KADIN]","4811.57","1126134.95"
"[KADIN]","6090.53","1132225.48"
"[KADIN]","6840.54","1139066.02"
"[]","44.98","44.98"
"[]","55.18","100.16"
"[]","76.38","176.54"
"[]","79.98","256.52"
"[]","85.56","342.08"
"[]","86.48","515.04"
"[]","86.48","515.04"
"[]","88.98","604.02"
"[]","89.91","693.93"
"[]","89.98","783.91"
"[]","94.88","878.79"
"[]","94.98","973.77"
"[]","95.47","1069.24"
"[]","97.49","1166.73"
"[]","99.28","1365.29"
"[]","99.28","1365.29"
"[]","99.98","1565.25"
"[]","99.98","1565.25"
"[]","102.48","1667.73"
"[]","103.98","1771.71"
"[]","104.89","1876.60"
"[]","107.98","1984.58"
"[]","108.97","2093.55"
"[]","109.98","2203.53"
"[]","115.47","2319.00"
"[]","116.48","2435.48"
"[]","116.98","2552.46"
"[]","118.33","2670.79"
"[]","120.88","2791.67"
"[]","121.48","2913.15"
"[]","121.97","3035.12"
"[]","123.57","3158.69"
"[]","124.97","3283.66"
"[]","125.98","3409.64"
"[]","128.37","3538.01"
"[]","129.97","3667.98"
"[]","129.98","4057.92"
"[]","129.98","4057.92"
"[]","129.98","4057.92"
"[]","130.87","4188.79"
"[]","132.94","4321.73"
"[]","132.97","4454.70"
"[]","132.98","4587.68"
"[]","133.48","4721.16"
"[]","134.05","4855.21"
"[]","135.17","4990.38"
"[]","137.98","5128.36"
"[]","138.46","5266.82"
"[]","138.48","5405.30"
"[]","139.95","5545.25"
"[]","139.98","6245.15"
"[]","139.98","6245.15"
"[]","139.98","6245.15"
"[]","139.98","6245.15"
"[]","139.98","6245.15"
"[]","140.39","6385.54"
"[]","140.48","6526.02"
"[]","140.87","6666.89"
"[]","140.98","6948.85"
"[]","140.98","6948.85"
"[]","141.49","7090.34"
"[]","141.98","7232.32"
"[]","143.47","7375.79"
"[]","143.98","7519.77"
"[]","145.19","7664.96"
"[]","145.45","7810.41"
"[]","145.46","7955.87"
"[]","145.98","8101.85"
"[]","147.98","8249.83"
"[]","149.23","8399.06"
"[]","149.73","8548.79"
"[]","149.79","8698.58"
"[]","149.88","8848.46"
"[]","149.89","8998.35"
"[]","149.97","9298.29"
"[]","149.97","9298.29"
"[]","149.98","9898.21"
"[]","149.98","9898.21"
"[]","149.98","9898.21"
"[]","149.98","9898.21"
"[]","150.87","10049.08"
"[]","150.98","10200.06"
"[]","151.86","10351.92"
"[]","152.49","10504.41"
"[]","152.87","10657.28"
"[]","153.47","10810.75"
"[]","154.29","10965.04"
"[]","154.93","11119.97"
"[]","154.98","11429.93"
"[]","154.98","11429.93"
"[]","155.85","11585.78"
"[]","155.98","11741.76"
"[]","156.44","11898.20"
"[]","156.46","12054.66"
"[]","157.91","12212.57"
"[]","157.93","12370.50"
"[]","159.34","12529.84"
"[]","159.36","12689.20"
"[]","159.89","12849.09"
"[]","159.98","13489.01"
"[]","159.98","13489.01"
"[]","159.98","13489.01"
"[]","159.98","13489.01"
"[]","160.48","13649.49"
"[]","160.49","13809.98"
"[]","162.69","13972.67"
"[]","162.79","14135.46"
"[]","163.23","14298.69"
"[]","164.87","14463.56"
"[]","164.88","14628.44"
"[]","164.97","14958.38"
"[]","164.97","14958.38"
"[]","164.98","15123.36"
"[]","165.64","15289.00"
"[]","166.46","15455.46"
"[]","166.97","15789.40"
"[]","166.97","15789.40"
"[]","166.98","15956.38"
"[]","168.88","16125.26"
"[]","169.34","16294.60"
"[]","169.40","16464.00"
"[]","169.48","16633.48"
"[]","169.88","16803.36"
"[]","169.97","16973.33"
"[]","169.98","17143.31"
"[]","170.48","17313.79"
"[]","170.87","17484.66"
"[]","170.97","17655.63"
"[]","171.94","17827.57"
"[]","171.97","17999.54"
"[]","171.98","18343.50"
"[]","171.98","18343.50"
"[]","172.64","18516.14"
"[]","173.03","18689.17"
"[]","173.39","18862.56"
"[]","174.49","19037.05"
"[]","174.76","19211.81"
"[]","174.89","19386.70"
"[]","174.94","19561.64"
"[]","174.98","19736.62"
"[]","175.87","19912.49"
"[]","175.90","20088.39"
"[]","176.23","20264.62"
"[]","176.48","20441.10"
"[]","176.68","20617.78"
"[]","176.86","20794.64"
"[]","176.92","20971.56"
"[]","178.45","21150.01"
"[]","178.47","21328.48"
"[]","178.65","21507.13"
"[]","178.99","21686.12"
"[]","179.89","21866.01"
"[]","179.98","22045.99"
"[]","180.74","22226.73"
"[]","180.87","22407.60"
"[]","180.88","22588.48"
"[]","181.26","22769.74"
"[]","181.65","22951.39"
"[]","182.81","23134.20"
"[]","183.87","23318.07"
"[]","184.48","23502.55"
"[]","184.54","23687.09"
"[]","184.58","23871.67"
"[]","184.96","24056.63"
"[]","184.98","24426.59"
"[]","184.98","24426.59"
"[]","185.69","24612.28"
"[]","185.84","24798.12"
"[]","185.97","24984.09"
"[]","185.98","25170.07"
"[]","186.47","25356.54"
"[]","186.48","25543.02"
"[]","186.98","25730.00"
"[]","187.41","25917.41"
"[]","187.98","26105.39"
"[]","188.96","26294.35"
"[]","189.79","26484.14"
"[]","189.89","26674.03"
"[]","189.98","27243.97"
"[]","189.98","27243.97"
"[]","189.98","27243.97"
"[]","190.86","27434.83"
"[]","190.87","27816.57"
"[]","190.87","27816.57"
"[]","190.97","28007.54"
"[]","190.99","28198.53"
"[]","192.12","28390.65"
"[]","192.49","28775.63"
"[]","192.49","28775.63"
"[]","192.98","28968.61"
"[]","193.87","29162.48"
"[]","194.89","29552.26"
"[]","194.89","29552.26"
"[]","194.90","29747.16"
"[]","194.97","29942.13"
"[]","195.37","30137.50"
"[]","195.84","30333.34"
"[]","195.96","30529.30"
"[]","196.57","30725.87"
"[]","196.61","30922.48"
"[]","196.97","31119.45"
"[]","197.11","31316.56"
"[]","197.18","31513.74"
"[]","197.44","31711.18"
"[]","197.47","31908.65"
"[]","197.48","32106.13"
"[]","197.98","32304.11"
"[]","198.38","32502.49"
"[]","198.79","32701.28"
"[]","199.88","32901.16"
"[]","199.97","33101.13"
"[]","199.98","33701.07"
"[]","199.98","33701.07"
"[]","199.98","33701.07"
"[]","199.99","33901.06"
"[]","200.87","34101.93"
"[]","200.97","34302.90"
"[]","201.30","34504.20"
"[]","202.37","34706.57"
"[]","203.74","34910.31"
"[]","203.78","35114.09"
"[]","203.87","35317.96"
"[]","204.36","35522.32"
"[]","204.97","35727.29"
"[]","204.98","35932.27"
"[]","205.40","36137.67"
"[]","205.88","36343.55"
"[]","205.98","36755.51"
"[]","205.98","36755.51"
"[]","206.27","36961.78"
"[]","207.48","37169.26"
"[]","207.86","37377.12"
"[]","207.97","37585.09"
"[]","207.98","37793.07"
"[]","208.11","38001.18"
"[]","208.57","38209.75"
"[]","209.97","38839.66"
"[]","209.97","38839.66"
"[]","209.97","38839.66"
"[]","209.98","39259.62"
"[]","209.98","39259.62"
"[]","210.48","39470.10"
"[]","210.71","39680.81"
"[]","210.82","39891.63"
"[]","210.97","40102.60"
"[]","211.26","40313.86"
"[]","211.28","40525.14"
"[]","211.97","40737.11"
"[]","212.87","40949.98"
"[]","212.97","41162.95"
"[]","213.98","41376.93"
"[]","214.85","41591.78"
"[]","214.97","41806.75"
"[]","214.98","42021.73"
"[]","215.54","42237.27"
"[]","215.78","42453.05"
"[]","215.87","42668.92"
"[]","216.23","42885.15"
"[]","216.87","43102.02"
"[]","216.96","43318.98"
"[]","217.35","43536.33"
"[]","217.44","43753.77"
"[]","217.97","44407.68"
"[]","217.97","44407.68"
"[]","217.97","44407.68"
"[]","217.98","44625.66"
"[]","219.78","44845.44"
"[]","219.84","45065.28"
"[]","219.90","45285.18"
"[]","219.91","45505.09"
"[]","219.94","45725.03"
"[]","219.95","45944.98"
"[]","219.96","46384.90"
"[]","219.96","46384.90"
"[]","219.97","46824.84"
"[]","219.97","46824.84"
"[]","219.98","47704.76"
"[]","219.98","47704.76"
"[]","219.98","47704.76"
"[]","219.98","47704.76"
"[]","220.86","47925.62"
"[]","220.87","48146.49"
"[]","220.97","48367.46"
"[]","221.08","48588.54"
"[]","221.16","48809.70"
"[]","221.25","49030.95"
"[]","221.91","49252.86"
"[]","222.33","49475.19"
"[]","222.97","49698.16"
"[]","223.47","49921.63"
"[]","223.98","50145.61"
"[]","224.78","50370.39"
"[]","224.94","50595.33"
"[]","224.97","51045.27"
"[]","224.97","51045.27"
"[]","224.98","51270.25"
"[]","225.47","51495.72"
"[]","225.85","51721.57"
"[]","225.87","51947.44"
"[]","225.91","52173.35"
"[]","225.95","52399.30"
"[]","225.97","52625.27"
"[]","226.38","52851.65"
"[]","227.38","53079.03"
"[]","227.53","53306.56"
"[]","227.97","53534.53"
"[]","228.87","53763.40"
"[]","228.97","53992.37"
"[]","229.22","54221.59"
"[]","229.43","54451.02"
"[]","229.64","54680.66"
"[]","229.94","54910.60"
"[]","229.95","55140.55"
"[]","229.97","55600.49"
"[]","229.97","55600.49"
"[]","229.98","55830.47"
"[]","230.46","56060.93"
"[]","230.47","56291.40"
"[]","230.87","56522.27"
"[]","230.91","56753.18"
"[]","230.96","57446.06"
"[]","230.96","57446.06"
"[]","230.96","57446.06"
"[]","231.97","57678.03"
"[]","232.48","57910.51"
"[]","232.52","58143.03"
"[]","232.87","58375.90"
"[]","232.97","58608.87"
"[]","233.25","58842.12"
"[]","233.46","59075.58"
"[]","233.47","59309.05"
"[]","234.37","59543.42"
"[]","234.48","59777.90"
"[]","234.96","60012.86"
"[]","235.33","60248.19"
"[]","235.91","60484.10"
"[]","235.95","60720.05"
"[]","235.97","61191.99"
"[]","235.97","61191.99"
"[]","236.35","61428.34"
"[]","236.96","61665.30"
"[]","237.98","61903.28"
"[]","238.37","62141.65"
"[]","238.46","62380.11"
"[]","239.85","62619.96"
"[]","239.95","62859.91"
"[]","239.97","63339.85"
"[]","239.97","63339.85"
"[]","239.98","63579.83"
"[]","240.67","63820.50"
"[]","240.75","64061.25"
"[]","241.22","64302.47"
"[]","241.35","64543.82"
"[]","241.76","64785.58"
"[]","241.98","65027.56"
"[]","242.47","65270.03"
"[]","242.48","65512.51"
"[]","243.12","65755.63"
"[]","243.47","65999.10"
"[]","243.96","66243.06"
"[]","243.97","66487.03"
"[]","243.98","66731.01"
"[]","244.38","66975.39"
"[]","244.75","67220.14"
"[]","244.83","67464.97"
"[]","244.96","67709.93"
"[]","245.38","67955.31"
"[]","245.85","68201.16"
"[]","245.86","68447.02"
"[]","245.87","68938.76"
"[]","245.87","68938.76"
"[]","245.96","69184.72"
"[]","245.97","69430.69"
"[]","245.98","69676.67"
"[]","246.82","69923.49"
"[]","246.88","70170.37"
"[]","246.96","70911.25"
"[]","246.96","70911.25"
"[]","246.96","70911.25"
"[]","247.41","71158.66"
"[]","247.48","71406.14"
"[]","247.72","71901.58"
"[]","247.72","71901.58"
"[]","247.90","72149.48"
"[]","247.97","72397.45"
"[]","248.15","72645.60"
"[]","248.94","72894.54"
"[]","248.97","73143.51"
"[]","248.99","73392.50"
"[]","249.87","73642.37"
"[]","249.88","73892.25"
"[]","249.89","74142.14"
"[]","249.95","74392.09"
"[]","249.97","74892.03"
"[]","249.97","74892.03"
"[]","249.98","75891.95"
"[]","249.98","75891.95"
"[]","249.98","75891.95"
"[]","249.98","75891.95"
"[]","250.69","76142.64"
"[]","250.87","76393.51"
"[]","250.97","76644.48"
"[]","250.99","76895.47"
"[]","251.08","77146.55"
"[]","251.09","77397.64"
"[]","251.47","77649.11"
"[]","251.72","77900.83"
"[]","251.84","78152.67"
"[]","251.97","78404.64"
"[]","252.49","78657.13"
"[]","252.84","78909.97"
"[]","253.96","79163.93"
"[]","253.97","79417.90"
"[]","253.98","79671.88"
"[]","254.98","79926.86"
"[]","255.63","80182.49"
"[]","255.96","80438.45"
